key	value
2140	U33400
2141	U33401
2142	U33402
2143	U33403
2144	U33404
2145	U33405
2146	U33406
2147	U33407
2148	U33408
2149	U33409
2150	U33410
2151	U33411
2152	U33412
2153	U33413
2154	U33414
2155	U33415
2156	U33416
2157	U33417
2158	U33418
2159	U33419
2160	U33420
2161	U33421
2162	U33422
2163	U33423
2164	U33424
2165	U33425
2166	U33426
2167	U33427
2168	U33428
2169	U33429
2170	U33430
2171	U33431
2172	U33432
2173	U33433
2174	U33434
2175	U33435
2176	U33436
2177	U33437
2178	U33438
2179	U33439
2180	U33440
2181	U33441
2182	U33442
2183	U33443
2184	U33444
2185	U33445
2186	U33800
2187	U33801
2188	U35000
2189	U35400
2190	U35401
2191	U35402
2192	U35403
2193	U35404
2194	U35405
2195	U35406
2196	U35407
2197	U35408
2198	U35409
2199	U35410
2200	U35411
2201	U35412
2202	U35413
2203	U35414
2204	U35415
2205	U35416
2206	U35417
2207	U35418
2208	U35419
2209	U35420
2210	U35421
2211	U35422
2212	U35423
2213	U35424
2214	U35425
2215	U35426
2216	U35427
2217	U35428
2218	U35429
2219	U35430
2220	U35431
2221	U35432
2222	U35433
2223	U35434
2224	U35435
2225	U35436
2226	U35437
2227	U35438
2228	U35439
2229	U35440
2230	U35441
2231	U35442
2232	U35443
2233	U35444
2234	U35445
2235	U35446
2236	U35447
2237	U35448
2238	U35449
2239	U35450
2240	U40000
2241	U40001
2242	U40002
2243	U40003
2244	U40004
2245	U40005
2246	U40006
2247	U40007
2248	U40008
2249	U40009
2250	U40010
2251	U40011
2252	U40012
2253	U40013
2254	U40014
2255	U40015
2256	U40016
2257	U40017
2258	U40018
2259	U40400
2260	U40401
2261	U40402
2262	U40403
2263	U40404
2264	U40405
2265	U40406
2266	U40407
2267	U40408
2268	U40409
2269	U40410
2270	U40411
2271	U40412
2272	U40800
2273	U40801
2274	U40802
2275	U40803
2276	U40804
2277	U40805
2278	U40806
2279	U40807
2280	U40808
2281	U40809
2282	U40810
2283	U40811
2284	U40812
2285	U40813
2286	U40814
2287	U40815
2288	U40816
2289	U40817
2290	U40818
2291	U40819
2292	U40820
2293	U40821
2294	U40900
2295	U44800
2296	U44801
2297	U44802
2298	U44803
2299	U44804
2300	U44805
2301	U44806
2302	U44807
2303	U44808
2304	U44809
2305	U44810
2306	U44811
2307	U44812
2308	U44813
2309	U44814
2310	U44815
2311	U44816
2312	U44817
2313	U44818
2314	U44819
2315	U44820
2316	U44821
2317	U44822
2318	U44823
2319	U44824
2320	U44825
2321	U44826
2322	U44827
2323	U44828
2324	U44829
2325	U44830
2326	U44831
2327	U44900
2328	U44901
2329	U44902
2330	U44903
2331	U44904
2332	U44905
2333	U44906
2334	U44907
2335	U44908
2336	U44909
2337	U44910
2338	U44911
2339	U44912
2340	U44913
2341	U44914
2342	U44915
2343	U44916
2344	U44917
2345	U44918
2346	U44919
2347	U44920
2348	U44921
2349	U44922
2350	U44923
2351	U44924
2352	U44925
2353	U44926
2354	U44927
2355	U44928
2356	U44929
2357	U44930
2358	U44931
2359	U45400
2360	U60000
2361	U60001
2362	U60002
2363	U60003
2364	U60004
2365	U60005
2366	U60006
2367	U60007
2368	U60008
2369	U60009
2370	U60010
2371	U60011
2372	U60012
2373	U60013
2374	U60014
2375	U60015
2376	U60016
2377	U60017
2378	U60018
2379	U60019
2380	U60020
2381	U60021
2382	U60022
2383	U60023
2384	U60024
2385	U60025
2386	U60026
2387	U60027
2388	U60028
2389	U60029
2390	U60030
2391	U60031
2392	U60032
2393	U60033
2394	U60034
2395	U60035
2396	U60200
2397	U60201
2398	U60202
2399	U60203
2400	U60400
2401	U60402
2402	U60403
2403	U60404
2404	U60406
2405	U60407
2406	U60408
2407	U60409
2408	U60410
2409	U60411
2410	U60412
2411	U60413
2412	U60414
2413	U60415
2414	U60416
2415	U60417
2416	U60418
2417	U60419
2418	U60420
2419	U60421
2420	U60422
2421	U60423
2422	U60424
2423	U60425
2424	U60426
2425	U60427
2426	U60428
2427	U60429
2428	U60430
2429	U60431
2430	U60432
2431	U60433
2432	U60434
2433	U60435
2434	U60436
2435	U60437
2436	U60438
2437	U60439
2438	U60440
2439	U60441
2440	U60442
2441	U60443
2442	U60444
2443	U60445
2444	U60446
2445	U60447
2446	U60448
2447	U60449
2448	U60450
2449	U60451
2450	U60452
2451	U60453
2452	U60454
2453	U60455
2454	U60456
2455	U60457
2456	U60458
2457	U60459
2458	U60461
2459	U60462
2460	U60464
2461	U60465
2462	U60466
2463	U60467
2464	U60468
2465	U60469
2466	U60470
2467	U60471
2468	U60472
2469	U60473
2470	U60474
2471	U60475
2472	U60476
2473	U60477
2474	U60478
2475	U60479
2476	U60480
2477	U60481
2478	U60482
2479	U60483
2480	U60484
2481	U60485
2482	U60486
2483	U60487
2484	U60488
2485	U60489
2486	U60490
2487	U60491
2488	U60492
2489	U60800
2490	U60801
2491	U60802
2492	U60803
2493	U60804
2494	U60805
2495	U60806
2496	U60807
2497	U60808
2498	U60809
2499	U60810
2500	U60811
2501	U60812
2502	U60813
2503	U60814
2504	U60815
2505	U60816
2506	U60817
2507	U60818
2508	U60900
2509	U60902
2510	U60903
2511	U60904
2512	U60908
2513	U60910
2514	U60914
2515	U60915
2516	U70020
2517	U70200
2518	U70201
2519	U70202
2520	U70203
2521	U70400
2522	U70402
2523	U70406
2524	U70407
2525	U70408
2526	U70409
2527	U70410
2528	U70411
2529	U70412
2530	U70413
2531	U70414
2532	U70415
2533	U70416
2534	U70417
2535	U71012
2536	U71013
2537	U71014
2538	U71015
2539	U71016
2540	U71017
2541	U71018
2542	U71019
2543	U71020
2544	U71021
2545	U71022
2546	U71023
2547	U71024
2548	U71025
2549	U71026
2550	U71200
2551	U71201
2552	U71202
2553	U71203
2554	U71400
2555	U71402
2556	U71404
2557	U71405
2558	U71406
2559	U71408
2560	U71409
2561	U71411
2562	U71413
2563	U71414
2564	U71415
2565	U71416
2566	U71419
2567	U71420
2568	U71421
2569	U71422
2570	U71423
2571	U71424
2572	U71425
2573	U71426
2574	U71427
2575	U71429
2576	U71430
2577	U71800
2578	U71801
2579	U71802
2580	U71803
2581	U71804
2582	U71805
2583	U71806
2584	U71807
2585	U71808
2586	U72001
2587	U72002
2588	U72003
2589	U72004
2590	U72005
2591	U72006
2592	U72007
2593	U72008
2594	U72009
2595	U72010
2596	U72011
2597	U72012
2598	U72013
2599	U72014
2600	U72015
2601	U72016
2602	U72017
2603	U72018
2604	U72019
2605	U72020
2606	U72021
2607	U72022
2608	U72023
2609	U72024
2610	U72025
2611	U72026
2612	U72027
2613	U72028
2614	U72029
2615	U72030
2616	U72031
2617	U72032
2618	U72033
2619	U72034
2620	U72035
2621	U72036
2622	U72037
2623	U72038
2624	U72039
2625	U72040
2626	U72041
2627	U72042
2628	U72043
2629	U72044
2630	U72045
2631	U72046
2632	U72047
2633	U72048
2634	U72049
2635	U72050
2636	U72051
2637	U72052
2638	U72053
2639	U72054
2640	U72055
2641	U72056
2642	U72057
2643	U72200
2644	U72201
2645	U72202
2646	U72203
2647	U72400
2648	U72401
2649	U72402
2650	U72403
2651	U72404
2652	U72405
2653	U72408
2654	U72410
2655	U72411
2656	U72412
2657	U72413
2658	U72414
2659	U72415
2660	U72416
2661	U72417
2662	U72418
2663	U72419
2664	U72420
2665	U72421
2666	U72423
2667	U72424
2668	U72426
2669	U72427
2670	U72428
2671	U72429
2672	U72430
2673	U72431
2674	U72433
2675	U72434
2676	U72435
2677	U72436
2678	U72437
2679	U72438
2680	U72439
2681	U72448
2682	U72449
2683	U72450
2684	U72451
2685	U72452
2686	U72453
2687	U72454
2688	U72456
2689	U72457
2690	U72462
2691	U72463
2692	U72464
2693	U72465
2694	U72466
2695	U72467
2696	U72468
2697	U72469
2698	U72470
2699	U72471
2700	U72473
2701	U72474
2702	U72475
2703	U72476
2704	U72477
2705	U72478
2706	U72479
2707	U72480
2708	U72481
2709	U72483
2710	U72484
2711	U72485
2712	U72486
2713	U72487
2714	U72488
2715	U72489
2716	U72490
2717	U72491
2718	U72492
2719	U72493
2720	U72494
2721	U72495
2722	U72496
2723	U72497
2724	U72498
2725	U72499
2726	U72500
2727	U72501
2728	U72502
2729	U72503
2730	U72504
2731	U72505
2732	U72506
2733	U72507
2734	U72508
2735	U72509
2736	U72510
2737	U72511
2738	U72512
2739	U72513
2740	U72514
2741	U72515
2742	U72516
2743	U72517
2744	U72518
2745	U72519
2746	U72520
2747	U72521
2748	U72522
2749	U72523
2750	U72524
2751	U72525
2752	U72526
2753	U72527
2754	U72528
2755	U72529
2756	U72530
2757	U72531
2758	U72532
2759	U72533
2760	U72534
2761	U72535
2762	U72536
2763	U72537
2764	U72538
2765	U72539
2766	U72540
2767	U72541
2768	U72542
2769	U72543
2770	U72544
2771	U72545
2772	U72546
2773	U72547
2774	U72548
2775	U72549
2776	U72550
2777	U72551
2778	U72552
2779	U72800
2780	U72801
2781	U72802
2782	U72803
2783	U72804
2784	U72805
2785	U72806
2786	U72807
2787	U72808
2788	U72809
2789	U72810
2790	U72811
2791	U72812
2792	U72813
2793	U72814
2794	U72815
2795	U72816
2796	U72817
2797	U72818
2798	U72819
2799	U72820
2800	U72821
2801	U72822
2802	U72823
2803	U72824
2804	U72825
2805	U72826
2806	U72827
2807	U72828
2808	U72829
2809	U72830
2810	U72831
2811	U72832
2812	U72833
2813	U72834
2814	U72835
2815	U74200
2816	U74201
2817	U74202
2818	U74203
2819	U74403
2820	U74405
2821	U74406
2822	U74407
2823	U74408
2824	U74409
2825	U74410
2826	U77400
2827	U77401
2828	U77402
2829	U77403
2830	U77404
2831	U77405
2832	U77406
2833	U77407
2834	U77408
2835	U77409
2836	U77410
2837	U77411
2838	U79200
2839	U79201
2840	U79202
2841	U79203
2842	U80200
2843	U80201
2844	U80202
2845	U80203
2846	U85200
2847	U85201
2848	U85202
2849	U85203
